x1,x2,x3,x4,x5,x6,index
0,6,0,4,5,1,41490
2,3,4,2,0,3,34891
0,1,4,2,0,2,10242
1,4,4,7,0,4,19926
1,7,2,2,0,3,58231
1,7,4,4,2,1,50989
1,4,0,2,1,2,11638
1,6,4,5,4,5,49885
0,2,1,5,3,3,46015
0,0,1,8,0,1,44151
2,5,4,3,3,2,29222
1,3,4,6,0,3,25150
2,6,4,2,0,3,46008
2,0,1,4,5,4,10456
0,5,4,5,5,4,13315
2,5,1,3,1,3,29178
2,2,4,2,1,0,39653
3,4,3,8,4,4,38046
0,6,4,1,1,0,39116
2,4,2,1,5,3,11662
1,3,4,3,2,3,13214
3,7,1,5,4,0,17576
0,6,3,2,4,5,2029
3,6,3,6,2,6,19622
3,4,2,2,0,6,18072
0,6,3,6,2,5,59474
3,3,0,5,5,6,47480
0,0,0,0,4,1,26969
1,3,0,2,1,0,18203
2,7,4,3,2,1,47193
2,4,4,5,1,2,29545
2,2,1,3,5,5,21268
2,6,0,1,5,2,20854
3,4,0,0,1,2,42214
0,6,0,2,1,6,505
3,3,3,2,3,6,13097
1,0,4,8,4,6,32766
2,1,3,6,3,5,12187
2,2,1,4,5,3,59335
3,0,4,8,5,1,36028
3,2,4,7,2,1,10503
1,1,0,5,0,4,20510
2,5,0,8,4,2,8079
0,6,0,4,2,2,12851
3,0,4,1,1,4,43398
0,3,1,3,1,6,35101
0,6,0,0,4,2,47717
2,3,3,0,1,3,27613
0,2,2,1,4,2,13463
1,4,3,4,3,3,47059
2,0,1,2,1,0,30783
1,1,1,0,0,5,14715
3,2,2,2,0,0,13335
1,7,0,3,3,4,2839
0,1,1,0,4,3,6490
2,2,2,3,4,2,17012
3,4,0,6,5,5,31057
0,6,3,5,5,3,33363
2,1,2,8,1,1,60291
0,6,0,0,5,0,15360
3,1,0,3,0,4,18342
3,6,1,5,4,5,53990
3,5,3,7,4,4,53744
2,5,0,8,4,0,41853
1,0,3,8,3,3,34939
1,3,0,3,4,2,34451
0,2,0,0,3,2,34774
2,2,2,0,1,4,49630
2,7,4,6,4,6,41841
3,3,2,6,3,0,58155
0,1,1,3,3,4,30561
1,5,1,8,3,0,54861
2,1,1,2,4,3,53622
2,0,1,7,5,2,39481
0,5,0,1,0,5,32645
3,1,2,3,4,5,29645
0,3,4,2,5,4,35387
1,1,1,5,2,6,52290
0,5,3,5,1,3,47910
1,5,4,7,3,1,19163
3,0,0,5,1,0,55441
1,3,4,4,1,6,22130
1,6,1,3,3,0,33038
3,5,2,1,5,5,32265
2,7,0,7,4,5,45912
1,1,2,8,2,0,4223
1,4,3,7,4,2,14899
0,6,3,4,2,3,8044
0,1,1,3,0,3,44710
3,2,2,3,5,6,5408
1,7,3,5,2,6,47373
1,7,2,4,5,4,41741
0,2,2,3,3,6,10679
1,2,2,7,1,5,53969
3,2,1,7,4,3,26544
3,6,3,1,5,4,23030
1,5,3,5,5,4,5494
2,2,1,6,1,6,20713
1,1,3,0,4,4,12853
1,7,2,8,3,5,19679
0,6,0,4,4,1,36533
3,6,1,7,1,5,11308
1,6,1,5,0,3,27511
3,2,3,7,3,2,47644
2,0,0,3,3,1,36983
2,3,1,3,5,0,4566
2,2,0,7,0,0,1533
3,3,4,4,0,2,59554
0,0,4,3,2,3,26645
1,1,3,5,3,1,56413
1,5,3,4,0,1,12891
1,7,1,8,0,3,3671
1,2,3,0,1,6,10758
3,3,3,2,2,5,32808
1,1,3,4,2,0,24027
2,3,2,3,1,0,5144
0,1,4,2,1,1,5270
0,5,0,1,0,6,22824
2,6,2,3,4,5,40747
2,1,3,7,2,5,40649
2,4,0,2,0,6,21193
3,5,0,4,2,0,23132
1,0,3,6,4,4,19304
0,4,0,7,4,4,52994
3,6,1,1,4,3,25416
0,7,3,7,0,5,3467
0,3,4,2,4,2,23010
0,2,2,5,4,1,27862
3,6,3,8,5,5,20442
3,3,1,7,5,3,18969
0,0,3,0,0,2,10307
3,1,4,1,1,5,57973
2,1,1,4,3,2,14974
2,1,3,5,1,3,21721
3,6,0,6,5,5,58933
1,0,4,7,2,0,51736
3,3,4,1,0,2,38561
3,5,1,2,3,3,38692
0,6,2,0,1,1,32960
1,0,1,8,1,4,46999
2,3,3,0,5,6,58148
1,2,3,5,3,1,14510
2,4,3,0,3,2,57272
3,5,2,5,2,3,13255
1,5,0,5,3,0,16026
3,0,0,8,5,4,45846
3,1,3,2,1,5,27959
1,0,0,5,3,1,408
1,5,1,1,2,1,52082
3,1,0,1,3,6,54539
1,5,1,1,0,1,11322
2,6,2,6,5,3,2418
1,7,2,6,0,2,41443
3,2,1,4,3,6,37155
0,5,2,4,4,4,34566
3,2,4,2,2,2,37690
2,5,4,6,2,1,19740
2,7,4,1,1,2,54831
1,3,4,0,1,0,6880
1,0,3,1,2,5,55710
1,6,0,0,5,0,23843
3,1,4,5,2,3,8148
0,7,4,0,0,4,52140
0,1,2,6,5,6,55002
3,5,0,3,0,6,49951
3,0,1,2,5,2,51193
2,4,3,6,5,3,44732
3,3,2,0,1,0,29824
1,2,4,7,5,1,17241
1,2,1,7,5,5,60438
0,3,4,5,0,2,53834
3,7,3,7,4,4,22085
2,7,0,1,2,1,43472
1,5,0,5,5,6,31646
2,6,3,8,4,2,44796
0,1,1,4,1,6,8774
3,7,1,7,4,2,3329
2,6,2,4,5,3,12379
1,6,4,8,5,6,42689
0,3,0,1,0,2,5136
1,5,1,8,1,2,58017
3,7,2,7,5,6,14629
0,1,0,5,1,6,10518
1,3,4,2,1,6,15732
2,7,2,1,2,1,35539
0,2,1,7,0,2,14105
1,3,2,4,2,0,16946
0,7,0,8,2,6,9468
2,0,1,4,1,1,33958
0,7,1,6,2,6,27267
3,0,3,2,2,0,36959
2,1,4,7,5,2,9389
0,1,1,0,3,3,21402
3,5,3,1,1,2,10177
1,2,0,2,0,0,24263
3,3,4,0,4,5,23424
1,4,1,7,2,5,49551
2,6,4,8,2,5,56209
0,6,1,2,4,5,20929
0,7,0,4,4,3,6839
1,6,3,6,4,1,54300
0,3,3,7,0,3,54255
2,0,4,7,5,4,29275
1,3,0,6,0,0,5171
1,4,4,6,2,3,32407
3,7,3,5,1,2,54030
1,5,0,0,1,0,54389
1,7,0,8,0,5,58646
1,3,3,2,0,4,12566
1,3,1,5,2,6,6753
0,1,0,5,4,1,52348
3,5,2,4,3,0,24438
2,7,4,2,4,2,18998
3,4,2,4,5,3,21428
3,1,2,5,3,2,52798
1,2,1,4,4,3,12269
1,3,0,4,5,4,18709
2,7,3,6,1,5,16703
2,3,3,5,2,6,55532
3,0,3,7,2,2,35017
0,0,1,0,2,5,13988
0,0,1,2,1,0,8132
0,4,4,2,1,0,27504
0,0,0,0,5,6,57484
0,0,2,1,2,1,51789
2,3,0,7,5,4,39158
1,5,1,3,4,3,6045
2,5,4,7,4,1,45360
3,4,0,8,1,1,54245
0,3,2,2,5,2,57018
2,3,4,7,1,1,56355
3,1,3,8,2,0,9971
3,4,2,7,4,2,9949
0,1,0,2,3,5,11697
0,3,0,7,4,4,18683
2,6,4,1,4,0,30772
3,1,4,0,3,2,30432
0,4,4,3,0,6,29694
0,4,4,8,4,5,10779
3,0,2,8,3,3,9159
2,4,0,4,5,3,53025
0,4,2,0,0,2,50215
0,4,0,1,4,0,12800
3,4,4,7,0,3,9130
0,2,1,7,0,4,25261
3,1,1,3,3,6,30078
2,7,3,3,4,0,29758
0,3,1,7,1,6,30681
1,7,1,7,0,6,37091
1,5,2,3,1,3,21044
0,1,3,1,1,0,56921
3,3,0,1,1,5,49644
1,0,0,0,1,5,51546
2,7,0,0,2,0,34992
3,1,2,2,1,0,22938
0,7,1,0,4,2,39064
2,3,0,8,0,5,39294
2,5,2,8,1,5,43784
0,5,0,7,4,3,26122
1,5,0,1,0,4,29115
1,1,0,6,2,5,23548
3,7,1,6,5,6,57969
0,4,3,1,3,2,14929
0,6,3,2,1,3,42893
0,6,4,7,3,1,58196
1,1,1,6,1,0,56911
3,3,4,3,5,6,46473
0,3,2,6,2,5,46566
1,7,0,7,0,6,3271
1,7,3,0,5,5,25810
2,7,4,8,1,6,47710
1,4,4,2,2,2,47537
2,2,3,5,0,5,53601
2,1,2,4,4,3,3461
1,0,3,1,5,1,22885
2,2,4,0,4,5,49719
0,7,0,0,5,2,20297
2,7,0,6,1,4,23726
3,5,0,3,0,3,42471
1,5,0,2,0,2,32878
1,6,1,8,5,6,2081
2,6,2,0,5,2,55021
3,3,4,5,1,5,15559
3,2,0,2,4,5,8622
3,1,4,5,4,6,50972
0,3,3,7,2,3,6340
2,3,2,4,0,1,41692
3,7,3,7,4,1,29803
3,1,2,4,4,4,55967
2,0,0,7,2,0,52923
0,4,1,2,5,1,27035
2,7,4,7,2,0,4843
2,4,1,4,5,5,41042
1,4,3,5,4,3,5191
3,0,1,1,4,2,24978
1,5,3,6,3,1,37890
0,5,2,1,3,2,51388
3,2,3,4,3,1,22977
0,7,1,4,1,5,57492
3,4,0,4,0,3,50538
3,4,3,6,4,3,12354
3,0,4,4,4,0,17182
0,0,4,7,5,2,32380
1,2,2,6,3,3,23867
2,0,0,3,0,5,17451
0,0,1,0,2,1,14895
1,2,4,3,2,5,39204
3,6,3,6,5,1,1579
1,4,2,0,1,2,15442
0,5,0,6,3,2,6003
0,3,4,1,3,3,14729
3,7,1,7,3,2,59469
2,0,1,7,0,2,13692
2,7,3,7,1,2,41796
0,7,3,1,2,1,51651
2,0,3,3,1,4,51962
0,3,0,0,0,2,5139
0,0,3,8,2,0,34276
0,4,1,0,1,2,14318
3,0,2,3,4,0,34425
3,0,0,8,1,5,59100
1,6,0,1,2,0,3726
3,7,2,6,3,3,54272
1,7,4,5,2,3,21316
0,4,0,1,4,4,48915
0,4,0,4,4,6,47396
2,5,0,0,5,0,58609
0,7,4,7,5,6,55048
1,0,2,8,3,1,14923
1,1,3,0,2,2,22214
3,7,0,5,3,1,22420
1,4,1,4,5,0,19404
0,0,4,5,5,0,48138
3,1,1,8,1,1,17044
2,7,1,2,3,1,22949
0,4,1,1,4,3,9179
3,5,0,3,5,2,9556
2,6,3,0,1,3,41557
0,6,2,0,3,4,20503
0,1,4,1,0,1,37743
0,6,3,2,1,6,47801
2,1,1,0,2,6,1109
0,0,2,7,1,5,43317
0,2,0,8,1,1,42172
3,1,3,3,1,1,43804
2,6,3,6,1,0,26416
3,3,4,8,3,2,59203
0,7,0,6,2,6,28791
2,7,2,8,3,0,53965
3,0,2,3,0,1,20710
2,6,4,7,0,2,58853
3,5,1,0,5,3,8567
1,6,2,2,4,3,13201
1,7,0,2,4,4,14344
3,2,1,1,5,5,17528
1,2,0,3,4,2,26484
3,6,0,6,1,0,41899
3,3,1,8,2,0,7252
2,2,2,7,3,3,57198
3,2,1,1,2,6,14742
3,0,4,8,3,5,59972
0,4,1,7,5,0,31567
0,1,0,5,2,6,7772
0,7,4,2,5,1,25754
0,0,4,8,0,6,59523
0,0,1,2,2,3,24036
3,4,3,7,1,2,49272
1,0,1,6,3,3,31340
0,3,4,8,0,4,50013
1,7,2,2,1,0,33116
1,5,1,8,1,4,22667
2,5,1,0,4,6,27548
0,2,1,2,2,2,53835
3,0,1,2,2,3,58700
3,0,3,1,4,5,13146
3,7,0,7,3,2,32238
3,3,2,2,0,4,10744
1,5,3,8,5,4,15339
0,6,0,0,5,6,1317
1,3,0,6,4,4,776
1,5,4,0,5,3,44749
1,3,2,7,2,0,3186
1,6,0,8,2,6,14336
2,7,0,5,3,2,38309
1,7,2,5,3,0,4216
3,5,2,0,5,0,37628
1,2,3,5,1,6,24478
2,5,1,1,4,3,24803
3,7,1,3,0,3,22478
1,7,0,1,0,0,19986
3,1,2,7,1,6,11521
2,5,4,4,3,6,41138
3,4,1,7,0,3,11632
3,4,3,8,4,1,60247
2,6,4,1,3,6,37516
1,0,2,0,5,6,15641
0,6,0,1,4,0,36687
2,0,0,4,1,5,51942
0,2,3,7,1,6,1714
0,4,1,7,3,2,41010
2,2,0,5,0,1,1052
3,6,2,6,1,0,27975
3,0,2,5,4,2,57110
0,0,1,0,5,2,38676
0,4,0,4,1,5,58118
2,2,1,2,4,5,31620
1,7,2,3,4,1,13149
1,0,1,3,2,4,53296
1,3,0,5,1,5,32614
3,2,1,0,2,3,26070
1,7,2,7,0,3,37995
1,0,0,1,5,0,16310
2,3,4,8,1,3,51234
1,0,0,6,1,4,2478
1,3,4,6,1,2,31893
2,7,4,7,5,4,45000
3,2,4,1,2,3,3370
3,0,2,7,5,4,25718
3,5,3,3,3,6,27274
1,3,1,6,2,5,411
2,7,1,6,3,6,2535
1,2,2,1,3,2,53154
3,0,1,4,3,0,20664
2,4,3,2,4,1,30456
3,5,0,1,0,1,20550
0,0,2,2,2,0,15637
0,0,1,7,0,6,35458
1,5,0,5,1,3,2213
3,7,4,2,5,4,34274
0,6,0,0,5,4,38109
3,3,0,8,1,6,4278
1,2,2,8,3,1,19037
2,3,2,1,1,5,30411
2,1,4,2,2,2,10672
1,3,2,8,3,3,6867
2,0,3,7,4,1,5397
1,6,0,1,4,5,23316
2,7,4,6,1,0,27050
3,0,4,5,2,2,44649
2,2,2,7,0,4,12307
2,0,3,4,4,2,23827
3,0,1,6,2,3,12016
0,0,0,3,5,5,28957
0,0,0,1,0,1,51863
1,2,3,1,1,1,33489
2,5,1,2,2,1,54289
3,4,0,1,0,0,44721
3,7,1,0,2,4,9885
1,4,0,8,0,2,4213
1,1,2,5,2,3,34150
0,0,0,5,1,5,7329
0,3,0,8,5,6,20842
1,3,4,6,5,0,13452
0,0,0,0,2,4,44544
0,3,4,4,0,5,785
0,4,0,5,0,4,35797
1,5,0,4,0,0,58697
0,1,4,5,5,2,37375
3,4,3,3,2,1,36835
1,3,4,7,1,6,22743
2,5,0,2,3,2,54111
0,0,0,2,5,4,25895
3,3,4,6,2,4,50104
1,1,3,3,1,3,51674
2,5,4,8,2,6,45933
2,1,4,7,3,0,50368
3,0,3,8,5,4,54878
1,6,2,1,4,4,13798
3,4,1,0,3,4,24502
3,4,3,2,2,5,28136
1,7,0,1,2,0,36602
1,0,2,3,4,2,6050
1,1,0,4,0,6,7738
0,5,4,4,0,5,55241
2,2,2,6,3,5,34614
3,4,4,8,2,3,9230
2,3,4,2,0,2,51943
1,1,3,5,3,5,51994
2,2,0,2,1,2,59171
0,4,2,1,1,4,32199
2,7,1,8,4,1,45395
2,7,4,5,5,5,25967
0,3,4,7,4,1,8354
0,7,1,0,4,6,6641
2,0,1,3,2,4,5253
3,2,1,1,4,5,9357
2,6,1,3,5,5,36627
2,4,3,7,3,3,54225
0,5,3,3,5,3,52297
0,5,0,8,1,3,37200
0,5,0,3,2,5,9078
1,7,4,3,5,1,25138
1,4,4,8,3,5,18006
2,2,3,1,0,6,12843
1,5,4,2,5,4,13436
0,1,0,7,2,5,14902
3,2,1,8,3,2,1934
1,5,2,2,1,0,25705
0,4,1,4,3,1,36205
2,6,1,6,0,0,47309
0,2,4,1,3,2,29216
0,4,1,4,4,0,42984
3,1,0,8,3,1,27952
1,5,3,2,3,3,11551
2,1,2,1,5,1,59605
3,0,4,0,4,1,59311
2,6,0,4,1,6,22844
3,7,3,1,2,1,39509
1,5,4,1,3,2,79
3,5,1,2,0,3,18279
1,7,0,8,2,5,46324
1,3,1,0,4,0,27412
0,3,3,2,3,6,18573
0,6,2,8,4,2,52284
0,1,3,7,4,4,35714
3,1,1,1,3,6,27573
0,6,1,7,3,6,55035
0,3,2,8,5,1,29818
0,7,3,3,2,1,11272
2,1,1,0,2,4,2412
0,2,3,7,2,4,22040
1,3,1,6,4,3,40733
3,3,1,3,2,5,14741
2,0,1,4,2,0,41868
0,7,3,6,1,1,41684
0,6,3,6,5,6,18000
1,2,1,7,0,6,41532
1,5,2,8,0,4,9831
0,5,0,8,2,6,16995
3,1,2,4,0,6,28479
0,2,3,4,5,4,13622
2,7,4,5,0,2,40831
0,0,0,3,2,5,2689
2,5,3,5,3,4,21708
3,7,4,0,3,2,19916
0,0,4,8,0,4,41258
0,4,4,0,5,4,39103
2,6,4,7,4,4,16807
3,6,3,3,1,0,29148
2,1,2,2,4,5,52676
1,4,2,8,4,4,7120
3,4,4,2,4,4,20666
3,1,3,1,4,2,24558
1,0,2,8,1,6,19779
0,0,3,0,2,6,59872
0,1,0,5,5,4,3177
1,1,4,4,0,0,21231
2,2,4,7,4,2,26117
2,3,0,0,5,1,22705
2,6,0,8,5,6,47366
2,6,3,2,0,0,23801
1,4,4,1,0,6,18676
2,7,4,0,3,4,39676
3,0,4,0,3,3,24750
1,3,2,5,0,4,18162
2,2,2,5,2,0,27116
0,0,1,0,4,2,28645
3,3,0,7,3,3,41363
2,7,2,2,3,3,53440
3,2,2,8,2,4,13396
2,6,3,4,3,5,10865
1,1,4,1,5,2,35534
3,3,4,4,3,3,28456
0,0,0,1,5,6,4660
3,0,0,4,1,3,17398
3,2,0,4,2,3,46756
2,2,2,4,1,5,24802
2,1,2,4,3,1,44788
0,6,2,1,4,1,26383
1,2,4,0,5,1,34396
1,3,2,8,5,1,4332
2,6,2,6,4,2,13448
3,2,4,4,5,2,4991
2,6,2,6,0,5,27372
1,5,0,5,3,3,49235
1,0,4,5,3,0,51015
1,1,1,6,5,5,532
3,1,2,6,3,4,47010
0,4,3,0,1,2,59550
2,3,1,5,4,5,40314
3,2,3,5,2,1,60320
3,1,4,2,4,3,41701
3,2,2,7,5,0,22176
3,3,0,1,0,3,50998
2,2,3,2,4,4,30364
0,2,1,2,0,0,6219
3,1,2,6,1,3,25480
3,7,0,4,5,6,58741
1,4,2,4,5,6,5533
3,1,2,7,4,2,45532
3,1,2,0,0,0,49152
0,2,1,0,2,1,2694
1,2,0,4,0,6,45925
0,5,2,5,1,0,20915
1,2,3,7,0,0,50572
0,1,1,1,0,6,58469
3,7,1,5,5,3,42557
2,6,4,6,1,3,31732
3,4,1,7,5,3,26565
1,1,2,6,0,4,31841
2,0,4,5,0,4,28519
1,1,3,0,2,4,130
3,2,4,2,1,6,39584
2,6,0,7,4,5,7211
2,2,3,1,5,5,57383
3,2,1,1,3,3,27218
2,6,0,7,2,2,48673
3,2,3,0,4,3,50490
1,7,2,8,1,2,17782
3,2,2,6,5,1,15942
1,3,1,6,4,1,49217
0,1,0,8,2,4,4262
0,6,4,0,2,6,36768
1,5,1,0,3,1,23568
1,1,0,3,1,2,54670
3,6,4,4,5,3,57558
2,4,2,7,3,2,1426
0,3,0,1,4,1,47633
0,5,3,1,3,4,45806
2,0,3,6,2,0,23152
0,6,0,3,1,2,39131
2,2,0,2,2,6,29363
0,6,2,7,2,0,4953
3,5,4,3,5,1,54029
0,5,2,6,5,6,30139
2,0,4,6,1,1,18879
0,5,4,7,0,6,29486
1,2,4,7,3,6,15650
1,4,0,0,0,2,29662
3,2,1,7,3,5,54109
3,0,1,6,1,5,15527
2,0,4,5,3,1,39085
3,7,0,5,5,6,3
2,7,4,4,1,4,15834
0,4,2,7,3,3,23607
2,3,3,0,1,4,50711
1,7,4,4,2,2,51840
0,1,3,2,2,2,46355
1,6,0,8,4,4,57839
0,4,2,0,4,5,59238
3,7,1,0,0,6,21902
2,5,1,0,0,1,6270
3,7,4,1,1,6,50358
1,1,4,7,3,0,37153
3,4,2,4,5,0,22757
0,2,1,1,4,1,53889
2,2,2,7,4,0,58164
0,0,2,3,0,6,16403
2,6,4,1,3,0,56095
2,2,0,2,2,4,216
3,0,1,3,4,0,19694
3,3,0,6,0,5,31835
2,7,0,8,4,2,16951
2,4,0,2,5,4,7869
0,1,0,2,1,4,21278
1,7,3,4,2,4,26251
2,5,0,3,0,3,53146
0,5,4,0,2,4,4407
3,2,1,0,2,4,22279
0,6,2,0,0,6,48759
0,3,4,6,3,2,31706
3,7,4,6,4,0,44661
0,2,2,6,4,1,58056
1,7,2,1,4,0,51154
2,0,4,7,4,5,26789
3,1,2,5,5,4,38600
1,3,0,7,4,3,3059
0,6,4,7,2,1,4383
2,4,0,4,2,3,32299
2,3,2,6,1,2,11751
1,5,1,3,1,5,59163
2,0,3,6,3,6,20328
1,4,2,7,4,2,52224
3,3,3,0,3,0,34310
1,0,2,6,3,4,26803
3,4,4,5,4,3,32733
2,1,1,6,4,5,56110
1,0,2,7,1,1,5108
2,7,3,4,4,1,13023
1,4,1,6,5,0,32136
0,5,0,5,2,2,28293
0,3,0,6,4,1,25183
0,0,3,3,2,1,10685
1,5,3,8,5,3,22651
2,0,0,7,5,6,3824
2,7,1,6,0,2,4065
3,3,1,1,3,0,6803
2,2,2,2,2,5,28900
0,0,4,0,0,6,37404
3,6,0,7,2,6,32895
3,2,2,5,1,4,56005
3,4,1,4,0,6,31115
3,5,3,8,1,6,19060
3,6,1,0,0,2,6150
1,0,1,0,2,6,47365
3,5,3,2,4,4,40753
0,2,4,3,5,4,45642
0,7,0,3,1,0,6982
0,5,1,2,5,0,2710
3,6,4,6,2,0,19248
3,1,4,3,0,2,44652
3,6,1,3,2,2,53701
3,7,2,2,0,3,17963
3,6,2,5,0,6,7691
0,3,3,3,3,4,35120
2,2,3,3,5,2,15542
1,2,2,1,4,1,55339
2,1,0,4,1,6,21192
0,0,1,6,4,4,22232
1,5,4,7,1,0,19014
2,1,0,8,4,6,1044
3,2,2,6,1,3,36803
0,3,4,5,4,3,18893
1,2,2,3,4,6,55018
1,2,1,8,0,1,55173
1,0,4,3,2,0,19688
3,7,3,3,1,6,38687
0,0,2,7,2,6,15268
0,2,3,0,0,5,44503
3,1,1,6,4,3,31537
0,6,0,7,5,0,9255
0,4,1,3,5,5,7080
0,6,2,5,5,1,1010
0,4,0,1,0,1,34427
1,7,4,5,3,4,59372
2,7,1,7,3,0,57855
2,3,3,6,1,3,49965
0,4,4,5,0,4,56292
0,4,2,1,3,3,14623
1,5,4,4,2,6,26
3,2,1,6,1,2,26623
1,7,4,7,1,4,6817
0,7,4,5,4,0,25459
0,7,1,5,5,5,21868
3,5,1,8,0,3,32558
0,3,3,5,4,0,19668
2,6,4,1,2,5,54955
2,5,2,4,5,0,15945
1,6,1,0,5,1,57112
0,5,1,7,0,0,43371
3,1,4,7,3,2,51619
1,0,4,4,4,1,672
1,0,0,0,2,4,5345
0,1,3,2,0,2,37657
2,5,3,7,2,4,3381
1,7,1,5,3,4,50089
1,1,1,7,5,3,5809
0,5,3,3,2,0,30365
1,6,3,6,5,6,28414
0,7,3,0,3,6,36031
3,1,0,8,0,4,29944
1,2,0,5,2,3,12540
0,1,1,7,4,4,19656
3,4,3,3,0,2,48605
0,1,2,6,4,3,42100
2,5,0,6,1,5,9189
1,7,1,4,3,2,49681
1,0,1,6,1,2,51630
0,7,2,4,0,6,54
2,0,2,1,0,5,25447
0,2,4,6,3,2,56363
0,3,3,7,0,6,34076
0,2,1,7,1,4,51451
2,7,1,7,0,0,17518
2,0,0,4,5,3,39779
0,0,3,7,4,4,15621
1,5,4,8,4,4,17049
3,6,3,1,3,5,12943
0,0,0,7,2,4,3250
1,1,4,1,4,3,50660
0,5,0,7,5,4,22305
0,2,0,7,3,1,51711
0,7,4,4,5,0,4342
3,6,2,3,2,5,46857
0,6,0,3,0,2,7800
3,5,0,8,1,4,1529
3,6,1,3,4,4,5725
0,5,4,0,1,3,17676
0,1,2,8,4,1,10517
0,0,4,5,1,0,24477
2,7,2,5,1,0,48609
2,3,0,1,3,3,6899
0,6,0,3,3,0,60239
2,7,1,8,3,1,26153
1,7,1,4,5,4,59532
3,5,1,6,4,1,39214
0,5,4,4,4,4,54526
0,6,1,6,1,4,44870
3,5,4,5,0,3,9772
0,7,2,2,4,6,16088
2,0,1,6,3,1,52347
0,4,0,2,5,0,21420
0,4,3,0,3,6,11397
0,7,1,3,1,6,3730
3,4,0,0,4,0,22102
3,4,4,8,4,4,15826
1,4,0,1,4,1,38705
1,1,1,7,0,4,12213
2,4,1,6,2,1,55485
0,5,4,2,3,1,48250
3,4,1,5,5,5,51448
3,0,4,7,5,3,38617
1,4,3,0,1,1,17632
2,1,1,3,3,2,49800
1,4,2,5,3,3,12759
3,1,3,5,3,5,18139
0,6,1,5,2,0,21488
2,6,3,2,4,6,39108
3,6,4,2,5,6,13667
1,5,4,8,1,3,8437
2,1,0,0,2,4,23422
1,1,1,0,0,1,59932
2,0,2,3,1,0,21023
1,0,3,6,0,6,56297
3,3,1,4,3,4,56737
2,4,2,2,1,0,2547
2,2,1,6,5,1,46663
1,1,0,0,5,4,56876
3,6,0,3,1,0,29896
2,0,3,4,4,3,51634
1,6,0,2,5,6,53330
0,5,2,1,4,5,59575
0,4,3,0,0,1,56693
2,2,2,6,0,0,696
2,7,2,3,2,1,26763
2,5,1,4,1,5,37001
1,4,1,8,3,5,25157
2,5,2,4,4,3,56353
1,4,2,1,5,1,13633
2,1,2,7,5,4,56780
1,1,0,7,0,2,41160
3,4,1,5,1,6,39823
3,0,4,1,0,5,33972
2,2,1,4,2,3,26334
0,1,2,7,5,0,54469
2,7,4,4,1,6,53452
3,1,1,5,4,1,50857
1,1,2,7,3,0,15645
1,3,2,8,4,6,514
0,0,0,0,1,0,31789
2,0,3,8,0,2,38996
1,7,2,8,4,2,56666
3,3,1,8,2,5,2973
2,4,3,7,4,4,49448
0,5,1,3,2,4,44930
0,7,2,2,4,0,57822
3,1,1,1,1,5,57471
3,6,0,7,2,4,24131
1,4,2,7,0,4,27194
1,5,2,4,4,5,26303
3,0,2,8,0,6,59520
0,6,3,3,2,0,35411
2,3,2,3,4,0,58929
1,0,2,3,0,4,23067
0,4,1,7,3,5,56063
1,1,0,3,5,4,35254
0,7,3,2,1,6,21478
2,7,2,4,2,5,27444
2,3,1,3,0,5,4534
1,3,1,7,3,6,51334
2,4,4,2,2,2,58960
1,2,3,3,1,4,5349
3,6,4,1,4,5,21878
2,2,4,7,1,4,14508
3,0,2,8,0,1,54458
1,0,3,7,4,5,54858
3,4,2,2,3,5,10525
1,7,3,4,5,6,52465
2,5,1,8,4,6,33216
3,6,2,1,2,1,23484
1,4,0,6,4,5,59410
3,1,3,0,4,0,39652
0,2,4,1,0,6,13208
1,1,2,5,2,5,45791
3,4,4,8,3,4,24469
2,7,1,1,2,4,44463
0,7,4,1,3,4,36333
1,5,0,3,1,4,45081
1,2,4,4,5,3,40165
0,1,2,1,1,1,41891
2,5,4,4,1,6,35743
1,3,2,8,5,0,36878
2,7,3,8,3,2,42029
2,2,2,0,3,5,25296
1,1,1,6,2,4,52823
2,1,3,7,1,5,53149
0,7,0,6,0,2,3213
0,7,4,6,4,4,1643
0,0,2,0,4,2,50321
3,2,2,0,5,0,47317
1,0,2,5,2,2,13403
0,6,3,0,1,6,29607
0,3,3,2,1,1,26595
2,1,3,4,2,0,59960
0,2,1,2,3,5,43613
2,2,4,8,0,1,40250
2,1,4,6,1,0,28243
2,1,3,4,2,5,12997
3,5,4,5,0,2,18184
1,0,0,1,3,3,53878
2,7,0,3,2,6,2407
1,4,4,5,2,5,50060
2,4,3,5,1,3,16290
0,3,2,5,3,5,45793
1,2,3,4,2,5,15117
0,0,4,6,0,5,6633
0,4,0,6,3,6,20958
0,1,0,8,1,3,59172
0,1,1,8,0,2,40577
0,4,3,3,1,6,43771
2,2,4,1,5,6,56576
2,2,1,1,0,1,30045
2,0,1,2,2,3,43670
0,3,1,8,4,3,15036
2,1,4,0,0,4,42072
2,5,4,3,5,0,17140
3,2,1,6,3,5,43622
0,5,1,1,3,2,16051
1,5,4,5,5,3,12373
0,0,2,3,0,5,31119
0,1,2,8,1,5,57882
1,1,2,2,0,1,9797
0,4,0,8,2,5,37218
3,1,4,4,3,5,57117
0,5,2,7,0,0,44890
2,0,4,2,2,1,24922
2,4,1,1,0,6,35543
2,0,1,4,5,2,10481
3,0,2,0,5,0,18855
2,4,3,6,4,2,26810
2,1,4,6,5,5,46567
1,0,2,4,3,0,55999
3,7,0,7,2,4,9922
